year,state,handgun,long_gun,other,totals,permit,permit_recheck
2005,California,219760,239155,0,458915,146608,0
2005,Colorado,75000,116200,0,191200,9701,0
2005,Connecticut,24806,24630,0,49436,44075,0
2005,Delaware,6210,10681,0,16891,0,0
2005,District of Columbia,19,1,0,20,0,0
2005,Florida,182793,170428,0,353221,0,0
2005,Georgia,78525,126314,0,204839,33641,0
2005,Guam,184,211,0,395,0,0
2005,Hawaii,0,0,0,0,7574,0
2005,Idaho,15320,41229,0,56549,11236,0
2005,Illinois,56745,94815,0,151560,372188,0
2005,Indiana,63969,100569,0,164538,0,0
2005,Iowa,296,45842,0,46138,52476,0
2005,Kansas,24733,61814,0,86547,0,0
2005,Kentucky,70894,119462,0,190356,0,0
2005,Louisiana,75090,106161,0,181251,1,0
2005,Maine,13438,33303,0,46741,0,0
2005,Mariana Islands,0,0,0,0,0,0
2005,Maryland,9591,50307,0,59898,19260,0
2005,Massachusetts,20581,15565,0,36146,64584,0
2005,Michigan,33065,158049,0,191114,141407,0
2005,Minnesota,36959,126190,0,163149,52464,0
2005,Mississippi,45705,90411,0,136116,2,0
2005,Missouri,47532,144772,0,192304,0,0
2005,Montana,16161,46734,0,62895,3914,0
2005,Nebraska,9,28978,0,28987,17793,0
2005,Nevada,27382,28821,0,56203,455,0
2005,New Hampshire,14565,25661,0,40226,15332,0
2005,New Jersey,15541,20436,0,35977,0,0
2005,New Mexico,27044,38923,0,65967,0,0
2005,New York,12953,109677,0,122630,35594,0
2005,North Carolina,1948,141642,0,143590,90758,0
2005,North Dakota,5170,26272,0,31442,2152,0
2005,Ohio,117324,170175,0,287499,0,0
2005,Oklahoma,52310,91873,0,144183,0,0
2005,Oregon,52469,101911,0,154380,482,0
2005,Pennsylvania,2,476676,0,476678,3217,0
2005,Puerto Rico,7331,1470,0,8801,0,0
2005,Rhode Island,4257,4416,0,8673,0,0
2005,South Carolina,43309,64030,0,107339,18841,0
2005,South Dakota,8795,37938,0,46733,0,0
2005,Tennessee,91349,122737,0,214086,35551,0
2005,Texas,188052,353437,0,541489,82207,0
2005,Utah,20349,51206,0,71555,16318,0
2005,Vermont,5912,12427,0,18339,0,0
2005,Virgin Islands,35,4,0,39,0,0
2005,Virginia,89812,129074,0,218886,3,0
2005,Washington,62214,92216,0,154430,40050,0
2005,West Virginia,32281,69609,0,101890,2,0
2005,Wisconsin,39930,140634,0,180564,0,0
2005,Wyoming,9223,20722,0,29945,2907,0
2005 Total,0,2241740,4584462,0,6826202,1350193,0
2006,Alabama,83100,121077,0,204177,0,0
2006,Alaska,16948,25236,0,42184,0,0
2006,Arizona,77463,77512,0,154975,32182,0
2006,Arkansas,37171,87465,0,124636,14281,0
2006,California,200857,227982,0,428839,172352,0
2006,Colorado,79488,117350,0,196838,12522,0
2006,Connecticut,25726,26291,0,52017,41706,0
2006,Delaware,6107,10367,0,16474,0,0
2006,District of Columbia,54,196,0,250,0,0
2006,Florida,213821,179478,0,393299,0,0
2006,Georgia,100961,138972,0,239933,35443,0
2006,Guam,147,192,0,339,0,0
2006,Hawaii,0,0,0,0,7580,0
2006,Idaho,17810,46214,0,64024,15155,0
2006,Illinois,60587,97719,0,158306,365917,0
2006,Indiana,69885,107529,0,177414,0,0
2006,Iowa,258,46642,0,46900,53022,0
2006,Kansas,34485,63318,0,97803,0,0
2006,Kentucky,75234,120916,0,196150,516563,0
2006,Louisiana,78149,111258,0,189407,3,0
2006,Maine,14263,35281,0,49544,0,0
2006,Mariana Islands,0,23,0,23,0,0
2006,Maryland,8957,50532,0,59489,20977,0
2006,Massachusetts,21341,16888,0,38229,96876,0
2006,Michigan,28568,160454,0,189022,139160,0
2006,Minnesota,40890,131761,0,172651,63730,0
2006,Mississippi,48789,99937,0,148726,2661,0
2006,Missouri,51629,147089,0,198718,10166,0
2006,Montana,17263,48533,0,65796,5138,0
2006,Nebraska,11,29589,0,29600,20314,0
2006,Nevada,28653,29518,0,58171,9220,0
2006,New Hampshire,16495,27288,0,43783,19021,0
2006,New Jersey,16360,20311,0,36671,0,0
2006,New Mexico,30287,42708,0,72995,2839,0
2006,New York,28880,127694,0,156574,41723,0
2006,North Carolina,2675,146016,0,148691,104319,0
2006,North Dakota,5877,28340,0,34217,3004,0
2006,Ohio,119652,181106,0,300758,0,0
2006,Oklahoma,59362,95241,0,154603,0,0
2006,Oregon,56364,103452,0,159816,545,0
2006,Pennsylvania,3,515760,0,515763,2465,0
2006,Puerto Rico,6791,1477,0,8268,0,0
2006,Rhode Island,4315,4543,0,8858,0,0
2006,South Carolina,45923,65660,0,111583,21547,0
2006,South Dakota,9107,39529,0,48636,0,0
2006,Tennessee,98928,127063,0,225991,27999,0
2006,Texas,209106,364299,0,573405,89836,0
2006,Utah,24198,60665,0,84863,20556,0
2006,Vermont,6743,13699,0,20442,0,0
2006,Virgin Islands,295,20,0,315,884,0
2006,Virginia,103742,132077,0,235819,0,0
2006,Washington,70278,96733,0,167011,64972,0
2006,West Virginia,33208,73218,0,106426,17,0
2006,Wisconsin,43652,143134,0,186786,0,0
2006,Wyoming,10469,24239,0,34708,2758,0
2006 Total,0,2441325,4789591,0,7230916,2037453,0
2007,Alabama,91446,114695,0,206141,0,0
2007,Alaska,18339,26540,0,44879,0,0
2007,Arizona,73717,68907,0,142624,33595,0
2007,Arkansas,40060,78154,0,118214,21203,0
2007,California,195941,191063,0,387004,277806,0
2007,Colorado,84766,112173,0,196939,3079,0
2007,Connecticut,29991,28627,0,58618,52769,0
2007,Delaware,6300,9316,0,15616,0,0
2007,District of Columbia,26,108,0,134,0,0
2007,Florida,236772,169954,0,406726,0,0
2007,Georgia,82899,109975,0,192874,46333,0
2007,Guam,147,291,0,438,0,0
2007,Hawaii,0,0,0,0,6511,0
2007,Idaho,20366,46097,0,66463,16496,0
2007,Illinois,64374,93588,0,157962,375313,0
2007,Indiana,74545,104199,0,178744,0,0
2007,Iowa,231,42732,0,42963,54471,0
2007,Kansas,40613,60477,0,101090,0,0
2007,Kentucky,77636,108671,0,186307,1360388,0
2007,Louisiana,76147,109624,0,185771,0,0
2007,Maine,14846,33139,0,47985,0,0
2007,Mariana Islands,0,11,0,11,0,0
2007,Maryland,22237,45294,0,67531,11076,0
2007,Massachusetts,22247,16963,0,39210,125399,0
2007,Michigan,24619,143218,0,167837,139924,0
2007,Minnesota,44506,122205,0,166711,73309,0
2007,Mississippi,47222,92708,0,139930,7458,0
2007,Missouri,81328,139515,0,220843,31449,0
2007,Montana,19125,49577,0,68702,5524,0
2007,Nebraska,11,29388,0,29399,21499,0
2007,Nevada,29632,26412,0,56044,9100,0
2007,New Hampshire,18784,25413,0,44197,20713,0
2007,New Jersey,16505,19322,0,35827,0,0
2007,New Mexico,33745,42206,0,75951,3398,0
2007,New York,40064,131364,0,171428,39927,0
2007,North Carolina,2610,138244,0,140854,112868,0
2007,North Dakota,6471,30272,0,36743,3320,0
2007,Ohio,124805,178028,0,302833,0,0
2007,Oklahoma,66041,87593,0,153634,0,0
2007,Oregon,60535,98202,0,158737,566,0
2007,Pennsylvania,1,558582,0,558583,2646,0
2007,Puerto Rico,6542,1485,0,8027,0,0
2007,Rhode Island,4535,4734,0,9269,0,0
2007,South Carolina,50001,61141,0,111142,24486,0
2007,South Dakota,10178,39901,0,50079,0,0
2007,Tennessee,114808,121906,0,236714,0,0
2007,Texas,240007,343467,0,583474,75324,0
2007,Utah,29154,55928,0,85082,40685,0
2007,Vermont,6673,12991,0,19664,0,0
2007,Virgin Islands,275,32,0,307,1147,0
2007,Virginia,114206,124081,0,238287,0,0
2007,Washington,79340,96921,0,176261,77723,0
2007,West Virginia,35393,66749,0,102142,1,0
2007,Wisconsin,43550,134686,0,178236,0,0
2007,Wyoming,11317,23828,0,35145,3296,0
2007 Total,0,2635629,4570697,0,7206326,3078802,0
2008,Alabama,112649,143499,0,256148,117,0
2008,Alaska,22983,33094,0,56077,0,0
2008,Arizona,80623,71653,0,152276,38724,0
2008,Arkansas,49419,79698,0,129117,31181,0
2008,California,227528,217609,0,445137,335184,0
2008,Colorado,117975,132372,0,250347,1,0
2008,Connecticut,37234,37053,0,74287,73454,0
2008,Delaware,7822,9841,0,17663,0,0
2008,District of Columbia,187,70,0,257,0,0
2008,Florida,288165,187986,0,476151,0,0
2008,Georgia,105299,109944,0,215243,116574,0
2008,Guam,183,256,0,439,0,0
2008,Hawaii,0,0,0,0,8562,0
2008,Idaho,23542,46609,0,70151,17469,0
2008,Illinois,80729,102650,0,183379,427723,0
2008,Indiana,94880,115552,0,210432,0,0
2008,Iowa,355,42766,0,43121,63746,0
2008,Kansas,50572,64304,0,114876,0,0
2008,Kentucky,86095,109564,0,195659,1641815,0
2008,Louisiana,94932,129014,0,223946,0,0
2008,Maine,18541,34394,0,52935,0,0
2008,Mariana Islands,0,0,0,0,0,0
2008,Maryland,36916,47551,0,84467,3357,0
2008,Massachusetts,24184,19407,0,43591,75251,0
2008,Michigan,26618,140993,0,167611,185005,0
2008,Minnesota,54590,121022,0,175612,92602,0
2008,Mississippi,54973,90221,0,145194,6416,0
2008,Missouri,138874,147805,0,286679,7896,0
2008,Montana,22710,51084,0,73794,6854,0
2008,Nebraska,102,30070,0,30172,25172,0
2008,Nevada,42766,35528,0,78294,10233,0
2008,New Hampshire,23478,26434,0,49912,17087,0
2008,New Jersey,19042,20719,0,39761,0,0
2008,New Mexico,40601,46633,0,87234,4258,0
2008,New York,44324,140795,0,185119,35622,0
2008,North Carolina,2770,148261,0,151031,156913,0
2008,North Dakota,8666,32021,0,40687,3930,0
2008,Ohio,161737,162264,0,324001,0,0
2008,Oklahoma,86615,96827,0,183442,0,0
2008,Oregon,71876,103276,0,175152,608,0
2008,Pennsylvania,2,594353,0,594355,2737,0
2008,Puerto Rico,5159,1170,0,6329,0,0
2008,Rhode Island,5869,5315,0,11184,0,0
2008,South Carolina,70257,65954,0,136211,31913,0
2008,South Dakota,14712,43438,0,58150,0,0
2008,Tennessee,146725,129725,0,276450,136,0
2008,Texas,337415,394276,0,731691,98980,0
2008,Utah,34625,53199,0,87824,92047,0
2008,Vermont,8102,13499,0,21601,0,0
2008,Virgin Islands,335,28,0,363,1167,0
2008,Virginia,137088,137713,0,274801,0,0
2008,Washington,97464,113027,0,210491,82055,0
2008,West Virginia,43587,72132,0,115719,0,0
2008,Wisconsin,54002,130285,0,184287,0,0
2008,Wyoming,15302,25014,0,40316,4232,0
2008 Total,0,3331199,4907967,0,8239166,3699021,0
2009,Alabama,119867,146978,819,267664,2619,0
2009,Alaska,23339,31112,466,54917,0,0
2009,Arizona,82347,71188,891,154426,41143,0
2009,Arkansas,55239,76494,224,131957,43585,0
2009,California,240795,256203,0,496998,291115,0
2009,Colorado,126647,132671,0,259318,1,0
2009,Connecticut,46464,40850,112,87426,114110,0
2009,Delaware,9712,10246,76,20034,0,0
2009,District of Columbia,356,2,0,358,0,0
2009,Florida,323436,195554,0,518990,0,0
2009,Georgia,105011,101644,489,207144,128237,0
2009,Guam,221,268,12,501,0,0
2009,Hawaii,0,0,0,0,10511,0
2009,Idaho,23365,43713,184,67262,20319,0
2009,Illinois,99880,118568,0,218448,528388,0
2009,Indiana,110487,118446,1251,230184,31606,0
2009,Iowa,441,41520,71,42032,76640,0
2009,Kansas,59429,70038,644,130111,0,0
2009,Kentucky,90376,108036,707,199119,1943007,0
2009,Louisiana,97990,122013,817,220820,0,0
2009,Maine,21341,35648,197,57186,0,0
2009,Mariana Islands,0,0,0,0,0,0
2009,Maryland,45907,47237,64,93208,1,0
2009,Massachusetts,30166,22114,597,52877,44428,0
2009,Michigan,25707,135169,764,161640,194808,0
2009,Minnesota,61840,117678,662,180180,94956,0
2009,Mississippi,51789,80682,445,132916,2970,0
2009,Missouri,158961,151973,1252,312186,13189,0
2009,Montana,24931,49599,229,74759,8591,0
2009,Nebraska,135,28315,39,28489,29559,0
2009,Nevada,47416,39831,0,87247,12361,0
2009,New Hampshire,27945,29280,0,57225,18663,0
2009,New Jersey,29976,24517,0,54493,0,0
2009,New Mexico,40840,44715,418,85973,5871,0
2009,New York,54613,148597,1265,204475,34216,0
2009,North Carolina,2648,139077,872,142597,182768,0
2009,North Dakota,9779,29090,68,38937,6492,0
2009,Ohio,194377,168250,2048,364675,0,0
2009,Oklahoma,96676,95024,1011,192711,0,0
2009,Oregon,77167,102016,0,179183,690,0
2009,Pennsylvania,7,637968,0,637975,2278,0
2009,Puerto Rico,6367,1389,32,7788,0,0
2009,Rhode Island,7168,6244,132,13544,0,0
2009,South Carolina,78235,64021,348,142604,53242,0
2009,South Dakota,16164,42901,132,59197,0,0
2009,Tennessee,166340,135670,0,302010,100410,0
2009,Texas,364996,377244,3128,745368,147383,0
2009,Utah,34134,46020,0,80154,174201,0
2009,Vermont,8898,13594,81,22573,0,0
2009,Virgin Islands,242,25,0,267,1489,0
2009,Virginia,148246,143801,0,292047,0,0
2009,Washington,111756,111328,1612,224696,83867,0
2009,West Virginia,49248,72072,395,121715,165,0
2009,Wisconsin,64458,128637,541,193636,0,0
2009,Wyoming,15729,23371,113,39213,6943,0
2009 Total,0,3689604,4978641,23208,8691453,4450822,0
2010,Alabama,116963,136519,1771,255253,4621,0
2010,Alaska,25720,33177,825,59722,0,0
2010,Arizona,89162,69067,2091,160320,24751,0
2010,Arkansas,49992,72206,636,122834,31305,0
2010,California,245159,275458,0,520617,295252,0
2010,Colorado,130155,129642,0,259797,12928,0
2010,Connecticut,47545,40546,470,88561,90942,0
2010,Delaware,9230,9466,207,18903,0,0
2010,District of Columbia,308,11,0,319,2,0
2010,Florida,332371,186675,0,519046,35,0
2010,Georgia,99145,95541,1223,195909,95959,0
2010,Guam,240,268,17,525,0,0
2010,Hawaii,0,0,0,0,10527,0
2010,Idaho,23081,42074,467,65622,13758,0
2010,Illinois,109204,116746,1,225951,463699,0
2010,Indiana,112615,114450,2849,229914,105419,0
2010,Iowa,588,40400,138,41126,82079,0
2010,Kansas,57808,67562,1360,126730,4008,0
2010,Kentucky,84311,99910,1177,185398,2149338,0
2010,Louisiana,89765,119251,1700,210716,0,0
2010,Maine,23380,37968,453,61801,0,0
2010,Mariana Islands,0,0,0,0,0,0
2010,Maryland,39909,45556,231,85696,4,0
2010,Massachusetts,33468,21903,1001,56372,58474,0
2010,Michigan,18523,129008,1397,148928,194283,0
2010,Minnesota,58612,117485,1484,177581,109840,0
2010,Mississippi,50788,80935,919,132642,3826,0
2010,Missouri,149923,141957,2825,294705,23095,0
2010,Montana,25083,48163,484,73730,7857,0
2010,Nebraska,897,28141,98,29136,27728,0
2010,Nevada,46625,36803,0,83428,13332,0
2010,New Hampshire,28788,27960,160,56908,22799,0
2010,New Jersey,25593,24032,0,49625,0,0
2010,New Mexico,42618,42293,996,85907,8100,0
2010,New York,59848,147539,2950,210337,30047,0
2010,North Carolina,3007,128899,2059,133965,150722,0
2010,North Dakota,9932,30214,202,40348,4051,0
2010,Ohio,199090,159740,4284,363114,1,0
2010,Oklahoma,95249,91058,2427,188734,0,0
2010,Oregon,80060,98279,0,178339,486,0
2010,Pennsylvania,6,622368,0,622374,2569,0
2010,Puerto Rico,6386,1472,27,7885,0,0
2010,Rhode Island,7641,6062,214,13917,0,0
2010,South Carolina,70314,61328,883,132525,48351,0
2010,South Dakota,16624,41403,284,58311,0,0
2010,Tennessee,166078,135550,0,301628,102940,0
2010,Texas,344377,361378,7744,713499,122062,0
2010,Utah,28442,41495,0,69937,481563,0
2010,Vermont,9535,14191,188,23914,0,0
2010,Virgin Islands,212,22,0,234,1357,0
2010,Virginia,169736,145468,0,315204,0,0
2010,Washington,117336,103848,4031,225215,80101,0
2010,West Virginia,49351,72106,773,122230,179,0
2010,Wisconsin,62619,127101,1412,191132,1,0
2010,Wyoming,14589,21490,303,36382,5916,0
2010 Total,0,3678001,4842184,52761,8572946,4884307,0
2011,Alabama,130490,146290,2121,278901,5036,0
2011,Alaska,28291,34607,955,63853,0,0
2011,Arizona,108245,81285,3111,192641,32906,0
2011,Arkansas,54659,78806,768,134233,30087,0
2011,California,303169,320988,186,624343,278625,0
2011,Colorado,148975,146166,0,295141,1280,0
2011,Connecticut,49793,41435,1145,92373,93587,0
2011,Delaware,11126,10672,266,22064,0,0
2011,District of Columbia,280,9,0,289,0,0
2011,Florida,379889,212419,0,592308,10,0
2011,Georgia,116794,112097,1567,230458,90278,0
2011,Guam,231,242,21,494,0,0
2011,Hawaii,0,0,0,0,12626,0
2011,Idaho,27967,47957,687,76611,16284,0
2011,Illinois,134178,133935,0,268113,553984,0
2011,Indiana,136250,130012,3860,270122,78242,0
2011,Iowa,995,41838,189,43022,135236,0
2011,Kansas,60955,74165,1769,136889,13549,0
2011,Kentucky,92936,111518,1358,205812,2019543,0
2011,Louisiana,101519,130125,2020,233664,0,0
2011,Maine,27040,40838,663,68541,0,0
2011,Mariana Islands,0,1,0,1,0,0
2011,Maryland,45851,53678,318,99847,290,0
2011,Massachusetts,42506,24802,1128,68436,83795,0
2011,Michigan,15224,134412,1361,150997,201143,0
2011,Minnesota,72073,127369,2157,201599,124260,0
2011,Mississippi,56615,86909,1087,144611,4875,0
2011,Missouri,167789,160145,3846,331780,27697,0
2011,Montana,29416,50377,503,80296,7801,0
2011,Nebraska,1225,30806,137,32168,32299,0
2011,Nevada,53246,42142,113,95501,14285,0
2011,New Hampshire,33604,30808,224,64636,25986,0
2011,New Jersey,31163,28005,231,59399,0,0
2011,New Mexico,46708,45187,1240,93135,6413,0
2011,New York,65774,163547,3711,233032,37459,0
2011,North Carolina,3703,148662,2616,154981,167568,0
2011,North Dakota,15144,36835,275,52254,5801,0
2011,Ohio,243338,186301,5490,435129,3,0
2011,Oklahoma,109524,109833,3327,222684,1,0
2011,Oregon,95413,106685,0,202098,578,0
2011,Pennsylvania,94,714553,3,714650,3209,0
2011,Puerto Rico,9388,1839,57,11284,0,0
2011,Rhode Island,8689,7241,200,16130,0,0
2011,South Carolina,81206,70232,1449,152887,52126,0
2011,South Dakota,20186,43602,430,64218,0,0
2011,Tennessee,188776,158193,0,346969,96198,0
